refresh_id,account_id,refresh_date,refresh_quarter,trigger_event_code,updated_fico_score,score_change_vs_prior,updated_utilization_pct,new_derogatory_flag,new_inquiry_count,collections_flag,bankruptcy_flag
BUR00016143,ACC0002126,2023-01-01,2023-Q1,cli_review,686,0,0.4041,0,0,0,0
BUR00016144,ACC0002126,2023-04-01,2023-Q2,behavioral_trigger,686,0,0.7539,0,3,0,0
BUR00016145,ACC0002126,2023-07-01,2023-Q3,collections_trigger,686,0,0.2239,0,1,0,0
BUR00016146,ACC0002126,2023-10-01,2023-Q4,behavioral_trigger,686,0,0.5624,0,3,0,0
BUR00016147,ACC0002126,2024-01-01,2024-Q1,annual_review,686,0,0.3548,0,1,0,0
BUR00016148,ACC0002126,2024-04-01,2024-Q2,annual_review,686,0,0.3462,0,3,0,0
BUR00016149,ACC0002126,2024-07-01,2024-Q3,annual_review,686,0,0.3983,0,0,0,0
BUR00016150,ACC0002126,2024-10-01,2024-Q4,collections_trigger,686,0,0.652,0,1,0,0
BUR00016151,ACC0002127,2023-10-01,2023-Q4,collections_trigger,542,-3,0.2232,0,3,0,0
BUR00016152,ACC0002127,2024-01-01,2024-Q1,collections_trigger,540,-2,1.0032,0,0,0,0
BUR00016153,ACC0002127,2024-04-01,2024-Q2,collections_trigger,534,-6,0.8547,0,0,0,0
BUR00016154,ACC0002127,2024-07-01,2024-Q3,annual_review,531,-3,0.7203,0,1,0,0
BUR00016155,ACC0002127,2024-10-01,2024-Q4,collections_trigger,530,-1,0.3861,0,0,0,0
BUR00016156,ACC0002128,2024-10-01,2024-Q4,collections_trigger,713,0,0.647,0,1,0,0
BUR00016157,ACC0002129,2024-01-01,2024-Q1,collections_trigger,766,3,0.5166,0,3,0,0
BUR00016158,ACC0002129,2024-04-01,2024-Q2,annual_review,769,3,0.0746,0,1,0,0
BUR00016159,ACC0002129,2024-07-01,2024-Q3,annual_review,770,1,0.5902,0,3,0,0
BUR00016160,ACC0002129,2024-10-01,2024-Q4,cli_review,771,1,0.9354,0,0,0,0
BUR00016161,ACC0002130,2024-01-01,2024-Q1,cli_review,646,0,0.3474,0,3,0,0
BUR00016162,ACC0002130,2024-04-01,2024-Q2,cli_review,646,0,0.2345,0,0,0,0
BUR00016163,ACC0002130,2024-07-01,2024-Q3,cli_review,646,0,0.406,0,0,0,0
BUR00016164,ACC0002130,2024-10-01,2024-Q4,collections_trigger,646,0,0.8207,0,2,0,0
BUR00016165,ACC0002131,2024-10-01,2024-Q4,cli_review,645,0,0.4143,0,0,0,0
BUR00016166,ACC0002132,2023-01-01,2023-Q1,annual_review,832,0,0.4275,0,2,0,0
BUR00016167,ACC0002132,2023-04-01,2023-Q2,cli_review,835,3,0.535,0,2,0,0
BUR00016168,ACC0002132,2023-07-01,2023-Q3,quarterly_refresh,837,2,0.374,0,3,0,0
BUR00016169,ACC0002132,2023-10-01,2023-Q4,behavioral_trigger,839,2,0.4999,0,0,0,0
BUR00016170,ACC0002132,2024-01-01,2024-Q1,cli_review,843,4,0.1856,0,2,0,0
BUR00016171,ACC0002132,2024-04-01,2024-Q2,quarterly_refresh,847,4,0.5442,0,3,0,0
BUR00016172,ACC0002132,2024-07-01,2024-Q3,quarterly_refresh,850,4,0.6988,0,1,0,0
BUR00016173,ACC0002132,2024-10-01,2024-Q4,collections_trigger,850,3,0.6724,0,2,0,0
BUR00016174,ACC0002133,2024-10-01,2024-Q4,behavioral_trigger,709,0,0.6694,0,0,0,0
BUR00016175,ACC0002134,2022-07-01,2022-Q3,collections_trigger,583,-5,0.2823,0,3,0,0
BUR00016176,ACC0002134,2022-10-01,2022-Q4,behavioral_trigger,580,-3,0.9048,0,3,0,0
BUR00016177,ACC0002134,2023-01-01,2023-Q1,annual_review,573,-7,0.7891,0,3,0,0
BUR00016178,ACC0002134,2023-04-01,2023-Q2,quarterly_refresh,571,-2,0.3838,0,2,0,0
BUR00016179,ACC0002134,2023-07-01,2023-Q3,cli_review,567,-4,0.9495,0,0,0,0
BUR00016180,ACC0002134,2023-10-01,2023-Q4,collections_trigger,562,-5,0.7015,0,0,0,0
BUR00016181,ACC0002134,2024-01-01,2024-Q1,annual_review,557,-5,0.328,0,1,0,0
BUR00016182,ACC0002134,2024-04-01,2024-Q2,behavioral_trigger,550,-7,0.2045,0,3,0,0
BUR00016183,ACC0002134,2024-07-01,2024-Q3,annual_review,546,-4,0.5743,0,2,0,0
BUR00016184,ACC0002134,2024-10-01,2024-Q4,cli_review,544,-2,0.4764,0,2,0,0
BUR00016185,ACC0002135,2024-10-01,2024-Q4,quarterly_refresh,717,0,0.3339,0,2,0,0
BUR00016186,ACC0002136,2023-07-01,2023-Q3,collections_trigger,710,0,0.5391,0,3,0,0
BUR00016187,ACC0002136,2023-10-01,2023-Q4,behavioral_trigger,710,0,0.2382,0,2,0,0
BUR00016188,ACC0002136,2024-01-01,2024-Q1,cli_review,710,0,0.4352,0,1,0,0
BUR00016189,ACC0002136,2024-04-01,2024-Q2,annual_review,710,0,0.0691,0,1,0,0
BUR00016190,ACC0002136,2024-07-01,2024-Q3,behavioral_trigger,710,0,0.3545,0,0,0,0
BUR00016191,ACC0002136,2024-10-01,2024-Q4,collections_trigger,710,0,0.7256,0,2,0,0
BUR00016192,ACC0002137,2021-04-01,2021-Q2,collections_trigger,824,4,0.496,0,0,0,0
BUR00016193,ACC0002137,2021-07-01,2021-Q3,quarterly_refresh,826,2,0.5389,0,3,0,0
BUR00016194,ACC0002137,2021-10-01,2021-Q4,quarterly_refresh,829,3,0.7558,0,3,0,0
BUR00016195,ACC0002137,2022-01-01,2022-Q1,behavioral_trigger,833,4,0.8335,0,3,0,0
BUR00016196,ACC0002137,2022-04-01,2022-Q2,cli_review,834,1,0.8378,0,0,0,0
BUR00016197,ACC0002137,2022-07-01,2022-Q3,collections_trigger,837,3,0.8236,0,0,0,0
BUR00016198,ACC0002137,2022-10-01,2022-Q4,cli_review,840,3,0.7585,0,1,0,0
BUR00016199,ACC0002137,2023-01-01,2023-Q1,cli_review,841,1,0.1763,0,0,0,0
BUR00016200,ACC0002137,2023-04-01,2023-Q2,annual_review,842,1,0.443,0,0,0,0
BUR00016201,ACC0002137,2023-07-01,2023-Q3,collections_trigger,842,0,0.0681,0,0,0,0
BUR00016202,ACC0002137,2023-10-01,2023-Q4,behavioral_trigger,843,1,0.8267,0,3,0,0
BUR00016203,ACC0002137,2024-01-01,2024-Q1,annual_review,845,2,0.7987,0,2,0,0
BUR00016204,ACC0002137,2024-04-01,2024-Q2,cli_review,846,1,0.7797,0,1,0,0
BUR00016205,ACC0002137,2024-07-01,2024-Q3,annual_review,849,3,0.1506,0,2,0,0
BUR00016206,ACC0002137,2024-10-01,2024-Q4,quarterly_refresh,850,4,1.0734,0,2,0,0
BUR00016207,ACC0002138,2023-07-01,2023-Q3,quarterly_refresh,640,0,0.3078,0,3,0,0
BUR00016208,ACC0002138,2023-10-01,2023-Q4,cli_review,640,0,0.7913,0,0,0,0
BUR00016209,ACC0002138,2024-01-01,2024-Q1,annual_review,640,0,0.3301,0,1,0,0
BUR00016210,ACC0002138,2024-04-01,2024-Q2,collections_trigger,640,0,0.0651,0,1,0,0
BUR00016211,ACC0002138,2024-07-01,2024-Q3,annual_review,626,-14,0.7505,0,0,0,0
BUR00016212,ACC0002138,2024-10-01,2024-Q4,behavioral_trigger,607,-19,0.8809,1,2,1,0
BUR00016213,ACC0002139,2023-01-01,2023-Q1,behavioral_trigger,624,0,0.3795,0,3,0,0
BUR00016214,ACC0002139,2023-04-01,2023-Q2,behavioral_trigger,624,0,0.6316,0,0,0,0
BUR00016215,ACC0002139,2023-07-01,2023-Q3,quarterly_refresh,624,0,0.9492,0,3,0,0
BUR00016216,ACC0002139,2023-10-01,2023-Q4,annual_review,624,0,0.8982,0,0,0,0
BUR00016217,ACC0002139,2024-01-01,2024-Q1,quarterly_refresh,624,0,0.5573,0,1,0,0
BUR00016218,ACC0002139,2024-04-01,2024-Q2,annual_review,624,0,0.5562,0,0,0,0
BUR00016219,ACC0002139,2024-07-01,2024-Q3,cli_review,624,0,0.4917,0,2,0,0
BUR00016220,ACC0002139,2024-10-01,2024-Q4,collections_trigger,624,0,0.755,0,2,0,0
BUR00016221,ACC0002140,2023-04-01,2023-Q2,cli_review,712,0,0.6544,0,2,0,0
BUR00016222,ACC0002140,2023-07-01,2023-Q3,collections_trigger,712,0,0.6228,0,2,0,0
BUR00016223,ACC0002140,2023-10-01,2023-Q4,quarterly_refresh,712,0,0.2764,0,1,0,0
BUR00016224,ACC0002140,2024-01-01,2024-Q1,cli_review,712,0,0.253,0,3,0,0
BUR00016225,ACC0002140,2024-04-01,2024-Q2,behavioral_trigger,712,0,0.6115,0,0,0,0
BUR00016226,ACC0002140,2024-07-01,2024-Q3,quarterly_refresh,712,0,0.1332,0,3,0,0
BUR00016227,ACC0002140,2024-10-01,2024-Q4,annual_review,712,0,0.4759,0,2,0,0
BUR00016228,ACC0002141,2022-01-01,2022-Q1,quarterly_refresh,632,0,0.2907,0,0,0,0
BUR00016229,ACC0002141,2022-04-01,2022-Q2,behavioral_trigger,632,0,0.7089,0,1,0,0
BUR00016230,ACC0002141,2022-07-01,2022-Q3,behavioral_trigger,632,0,0.3703,0,3,0,0
BUR00016231,ACC0002141,2022-10-01,2022-Q4,annual_review,632,0,0.9116,0,2,0,0
BUR00016232,ACC0002141,2023-01-01,2023-Q1,cli_review,632,0,0.8361,0,2,0,0
BUR00016233,ACC0002141,2023-04-01,2023-Q2,behavioral_trigger,632,0,0.8863,0,1,0,0
BUR00016234,ACC0002141,2023-07-01,2023-Q3,behavioral_trigger,632,0,0.4912,0,2,0,0
BUR00016235,ACC0002141,2023-10-01,2023-Q4,quarterly_refresh,632,0,0.6558,0,3,0,0
BUR00016236,ACC0002141,2024-01-01,2024-Q1,behavioral_trigger,632,0,0.9384,0,2,0,0
BUR00016237,ACC0002141,2024-04-01,2024-Q2,annual_review,632,0,0.6193,0,1,0,0
BUR00016238,ACC0002141,2024-07-01,2024-Q3,behavioral_trigger,632,0,0.4564,0,3,0,0
BUR00016239,ACC0002141,2024-10-01,2024-Q4,annual_review,632,0,0.8346,0,2,0,0
BUR00016240,ACC0002142,2023-04-01,2023-Q2,quarterly_refresh,726,0,0.1217,0,2,0,0
BUR00016241,ACC0002142,2023-07-01,2023-Q3,collections_trigger,726,0,0.5006,0,1,0,0
BUR00016242,ACC0002142,2023-10-01,2023-Q4,annual_review,726,0,0.6525,0,3,0,0
BUR00016243,ACC0002142,2024-01-01,2024-Q1,behavioral_trigger,726,0,0.5554,0,0,0,0
BUR00016244,ACC0002142,2024-04-01,2024-Q2,cli_review,726,0,0.8586,0,3,0,0
BUR00016245,ACC0002142,2024-07-01,2024-Q3,cli_review,726,0,0.1805,0,0,0,0
BUR00016246,ACC0002142,2024-10-01,2024-Q4,annual_review,726,0,0.935,0,1,0,0
BUR00016247,ACC0002143,2021-10-01,2021-Q4,cli_review,741,0,0.2043,0,0,0,0
BUR00016248,ACC0002143,2022-01-01,2022-Q1,annual_review,741,0,0.4018,0,3,0,0
BUR00016249,ACC0002143,2022-04-01,2022-Q2,behavioral_trigger,741,0,0.3017,0,1,0,0
BUR00016250,ACC0002143,2022-07-01,2022-Q3,quarterly_refresh,741,0,0.5523,0,2,0,0
BUR00016251,ACC0002143,2022-10-01,2022-Q4,quarterly_refresh,741,0,0.225,0,3,0,0
BUR00016252,ACC0002143,2023-01-01,2023-Q1,behavioral_trigger,741,0,0.5693,0,0,0,0
BUR00016253,ACC0002143,2023-04-01,2023-Q2,quarterly_refresh,741,0,0.5088,0,3,0,0
BUR00016254,ACC0002143,2023-07-01,2023-Q3,behavioral_trigger,741,0,0.0651,0,0,0,0
BUR00016255,ACC0002143,2023-10-01,2023-Q4,collections_trigger,741,0,0.4892,0,3,0,0
BUR00016256,ACC0002143,2024-01-01,2024-Q1,quarterly_refresh,741,0,0.5589,0,2,0,0
BUR00016257,ACC0002143,2024-04-01,2024-Q2,annual_review,741,0,0.6338,0,3,0,0
BUR00016258,ACC0002143,2024-07-01,2024-Q3,collections_trigger,741,0,0.4722,0,2,0,0
BUR00016259,ACC0002143,2024-10-01,2024-Q4,behavioral_trigger,741,0,0.394,0,3,0,0
BUR00016260,ACC0002144,2023-10-01,2023-Q4,collections_trigger,694,0,1.0974,0,2,0,0
BUR00016261,ACC0002144,2024-01-01,2024-Q1,annual_review,694,0,0.112,0,3,0,0
BUR00016262,ACC0002144,2024-04-01,2024-Q2,collections_trigger,694,0,0.3255,0,2,0,0
BUR00016263,ACC0002144,2024-07-01,2024-Q3,quarterly_refresh,694,0,0.8332,0,2,0,0
BUR00016264,ACC0002144,2024-10-01,2024-Q4,annual_review,694,0,0.3444,0,2,0,0
BUR00016265,ACC0002145,2022-01-01,2022-Q1,annual_review,738,0,0.7294,0,1,0,0
BUR00016266,ACC0002145,2022-04-01,2022-Q2,quarterly_refresh,738,0,0.8974,0,2,0,0
BUR00016267,ACC0002145,2022-07-01,2022-Q3,cli_review,738,0,0.7804,0,3,0,0
BUR00016268,ACC0002145,2022-10-01,2022-Q4,cli_review,722,-16,0.1779,0,3,0,0
BUR00016269,ACC0002145,2023-01-01,2023-Q1,cli_review,706,-16,0.8045,0,0,0,0
BUR00016270,ACC0002145,2023-04-01,2023-Q2,collections_trigger,689,-17,0.5959,1,0,1,0
BUR00016271,ACC0002145,2023-07-01,2023-Q3,collections_trigger,678,-11,0.3303,0,1,0,0
BUR00016272,ACC0002145,2023-10-01,2023-Q4,cli_review,664,-14,0.7558,0,2,0,0
BUR00016273,ACC0002145,2024-01-01,2024-Q1,collections_trigger,646,-18,0.0705,0,0,0,0
BUR00016274,ACC0002145,2024-04-01,2024-Q2,annual_review,628,-18,0.743,1,1,0,0
BUR00016275,ACC0002145,2024-07-01,2024-Q3,annual_review,609,-19,0.5649,0,0,0,0
BUR00016276,ACC0002145,2024-10-01,2024-Q4,behavioral_trigger,592,-17,0.8353,0,2,0,0
BUR00016277,ACC0002146,2022-01-01,2022-Q1,cli_review,763,1,0.1976,0,0,0,0
BUR00016278,ACC0002146,2022-04-01,2022-Q2,annual_review,767,4,0.9893,0,1,0,0
BUR00016279,ACC0002146,2022-07-01,2022-Q3,cli_review,771,4,0.8911,0,1,0,0
BUR00016280,ACC0002146,2022-10-01,2022-Q4,cli_review,771,0,0.6094,0,1,0,0
BUR00016281,ACC0002146,2023-01-01,2023-Q1,quarterly_refresh,771,0,0.5115,0,0,0,0
BUR00016282,ACC0002146,2023-04-01,2023-Q2,collections_trigger,771,0,0.5719,0,2,0,0
BUR00016283,ACC0002146,2023-07-01,2023-Q3,quarterly_refresh,774,3,0.9561,0,3,0,0
BUR00016284,ACC0002146,2023-10-01,2023-Q4,behavioral_trigger,774,0,1.0103,0,3,0,0
BUR00016285,ACC0002146,2024-01-01,2024-Q1,collections_trigger,774,0,1.0649,0,0,0,0
BUR00016286,ACC0002146,2024-04-01,2024-Q2,collections_trigger,776,2,0.1228,0,3,0,0
BUR00016287,ACC0002146,2024-07-01,2024-Q3,behavioral_trigger,779,3,0.1127,0,0,0,0
BUR00016288,ACC0002146,2024-10-01,2024-Q4,cli_review,782,3,0.9092,0,0,0,0
BUR00016289,ACC0002147,2021-10-01,2021-Q4,behavioral_trigger,746,0,0.629,0,1,0,0
BUR00016290,ACC0002147,2022-01-01,2022-Q1,quarterly_refresh,746,0,0.5366,0,2,0,0
BUR00016291,ACC0002147,2022-04-01,2022-Q2,behavioral_trigger,746,0,0.6394,0,0,0,0
BUR00016292,ACC0002147,2022-07-01,2022-Q3,collections_trigger,746,0,0.8598,0,0,0,0
BUR00016293,ACC0002147,2022-10-01,2022-Q4,collections_trigger,746,0,0.1572,0,1,0,0
BUR00016294,ACC0002147,2023-01-01,2023-Q1,annual_review,746,0,0.2679,0,3,0,0
BUR00016295,ACC0002147,2023-04-01,2023-Q2,annual_review,732,-14,0.8859,0,3,0,0
BUR00016296,ACC0002147,2023-07-01,2023-Q3,collections_trigger,716,-16,0.3563,0,1,0,0
BUR00016297,ACC0002147,2023-10-01,2023-Q4,quarterly_refresh,705,-11,0.0999,0,3,0,0
BUR00016298,ACC0002147,2024-01-01,2024-Q1,cli_review,692,-13,0.7705,0,2,0,0
BUR00016299,ACC0002147,2024-04-01,2024-Q2,collections_trigger,681,-11,0.4729,0,2,0,0
BUR00016300,ACC0002147,2024-07-01,2024-Q3,cli_review,672,-9,0.3559,0,2,0,0
BUR00016301,ACC0002147,2024-10-01,2024-Q4,annual_review,656,-16,0.8518,0,3,0,0
BUR00016302,ACC0002148,2024-04-01,2024-Q2,collections_trigger,711,0,0.2858,0,3,0,0
BUR00016303,ACC0002148,2024-07-01,2024-Q3,collections_trigger,711,0,0.5175,0,1,0,0
BUR00016304,ACC0002148,2024-10-01,2024-Q4,collections_trigger,711,0,0.4008,0,1,0,0
BUR00016305,ACC0002149,2024-07-01,2024-Q3,cli_review,709,0,0.5698,0,2,0,0
BUR00016306,ACC0002149,2024-10-01,2024-Q4,behavioral_trigger,709,0,0.1404,0,1,0,0
BUR00016307,ACC0002150,2022-10-01,2022-Q4,collections_trigger,728,0,0.329,0,2,0,0
BUR00016308,ACC0002150,2023-01-01,2023-Q1,collections_trigger,728,0,0.4575,0,3,0,0
BUR00016309,ACC0002150,2023-04-01,2023-Q2,behavioral_trigger,728,0,0.0577,0,1,0,0
BUR00016310,ACC0002150,2023-07-01,2023-Q3,collections_trigger,728,0,0.1887,0,2,0,0
BUR00016311,ACC0002150,2023-10-01,2023-Q4,cli_review,728,0,0.1345,0,2,0,0
BUR00016312,ACC0002150,2024-01-01,2024-Q1,annual_review,728,0,0.6694,0,1,0,0
BUR00016313,ACC0002150,2024-04-01,2024-Q2,quarterly_refresh,728,0,0.0879,0,3,0,0
BUR00016314,ACC0002150,2024-07-01,2024-Q3,cli_review,728,0,0.2112,0,0,0,0
BUR00016315,ACC0002150,2024-10-01,2024-Q4,behavioral_trigger,728,0,0.7119,0,1,0,0
BUR00016316,ACC0002151,2023-01-01,2023-Q1,quarterly_refresh,624,0,0.5424,0,1,0,0
BUR00016317,ACC0002151,2023-04-01,2023-Q2,behavioral_trigger,624,0,0.1573,0,0,0,0
BUR00016318,ACC0002151,2023-07-01,2023-Q3,quarterly_refresh,624,0,0.2717,0,3,0,0
BUR00016319,ACC0002151,2023-10-01,2023-Q4,behavioral_trigger,624,0,0.442,0,0,0,0
BUR00016320,ACC0002151,2024-01-01,2024-Q1,behavioral_trigger,624,0,0.6088,0,1,0,0
BUR00016321,ACC0002151,2024-04-01,2024-Q2,collections_trigger,624,0,0.2697,0,3,0,0
BUR00016322,ACC0002151,2024-07-01,2024-Q3,collections_trigger,624,0,0.4967,0,0,0,0
BUR00016323,ACC0002151,2024-10-01,2024-Q4,collections_trigger,624,0,0.8787,0,1,0,0
BUR00016324,ACC0002152,2021-07-01,2021-Q3,annual_review,643,0,0.8046,0,3,0,0
BUR00016325,ACC0002152,2021-10-01,2021-Q4,quarterly_refresh,643,0,0.3852,0,0,0,0
BUR00016326,ACC0002152,2022-01-01,2022-Q1,behavioral_trigger,643,0,0.6552,0,2,0,0
BUR00016327,ACC0002152,2022-04-01,2022-Q2,behavioral_trigger,643,0,0.303,0,3,0,0
BUR00016328,ACC0002152,2022-07-01,2022-Q3,behavioral_trigger,643,0,0.1742,0,0,0,0
BUR00016329,ACC0002152,2022-10-01,2022-Q4,quarterly_refresh,643,0,0.7813,0,0,0,0
BUR00016330,ACC0002152,2023-01-01,2023-Q1,behavioral_trigger,643,0,0.266,0,3,0,0
BUR00016331,ACC0002152,2023-04-01,2023-Q2,annual_review,643,0,0.6423,0,3,0,0
BUR00016332,ACC0002152,2023-07-01,2023-Q3,annual_review,643,0,0.404,0,2,0,0
BUR00016333,ACC0002152,2023-10-01,2023-Q4,collections_trigger,643,0,0.0624,0,2,0,0
BUR00016334,ACC0002152,2024-01-01,2024-Q1,annual_review,643,0,0.2672,0,2,0,0
BUR00016335,ACC0002152,2024-04-01,2024-Q2,cli_review,643,0,0.2527,0,3,0,0
BUR00016336,ACC0002152,2024-07-01,2024-Q3,behavioral_trigger,643,0,0.2484,0,2,0,0
BUR00016337,ACC0002152,2024-10-01,2024-Q4,annual_review,643,0,0.5931,0,2,0,0
BUR00016338,ACC0002153,2023-04-01,2023-Q2,annual_review,742,0,0.7357,0,1,0,0
BUR00016339,ACC0002153,2023-07-01,2023-Q3,collections_trigger,742,0,0.4217,0,2,0,0
BUR00016340,ACC0002153,2023-10-01,2023-Q4,annual_review,742,0,0.0798,0,2,0,0
BUR00016341,ACC0002153,2024-01-01,2024-Q1,behavioral_trigger,742,0,0.0673,0,1,0,0
BUR00016342,ACC0002153,2024-04-01,2024-Q2,annual_review,742,0,0.3457,0,0,0,0
BUR00016343,ACC0002153,2024-07-01,2024-Q3,collections_trigger,742,0,0.1998,0,3,0,0
BUR00016344,ACC0002153,2024-10-01,2024-Q4,cli_review,742,0,0.561,0,2,0,0
BUR00016345,ACC0002154,2023-04-01,2023-Q2,behavioral_trigger,668,0,0.6961,0,0,0,0
BUR00016346,ACC0002154,2023-07-01,2023-Q3,annual_review,668,0,0.3441,0,2,0,0
BUR00016347,ACC0002154,2023-10-01,2023-Q4,behavioral_trigger,668,0,0.7935,0,3,0,0
BUR00016348,ACC0002154,2024-01-01,2024-Q1,collections_trigger,668,0,0.2743,0,1,0,0
BUR00016349,ACC0002154,2024-04-01,2024-Q2,annual_review,668,0,0.1088,0,0,0,0
BUR00016350,ACC0002154,2024-07-01,2024-Q3,annual_review,668,0,0.6056,0,0,0,0
BUR00016351,ACC0002154,2024-10-01,2024-Q4,quarterly_refresh,668,0,0.2078,0,3,0,0
BUR00016352,ACC0002155,2023-04-01,2023-Q2,behavioral_trigger,620,0,0.0844,0,1,0,0
BUR00016353,ACC0002155,2023-07-01,2023-Q3,behavioral_trigger,620,0,0.4271,0,3,0,0
BUR00016354,ACC0002155,2023-10-01,2023-Q4,quarterly_refresh,620,0,0.2719,0,2,0,0
BUR00016355,ACC0002155,2024-01-01,2024-Q1,collections_trigger,620,0,0.0613,0,0,0,0
BUR00016356,ACC0002155,2024-04-01,2024-Q2,annual_review,620,0,0.7623,0,3,0,0
BUR00016357,ACC0002155,2024-07-01,2024-Q3,annual_review,620,0,1.0279,0,2,0,0
BUR00016358,ACC0002155,2024-10-01,2024-Q4,collections_trigger,620,0,0.7198,0,0,0,0
BUR00016359,ACC0002156,2024-07-01,2024-Q3,behavioral_trigger,602,-2,0.5962,0,1,0,0
BUR00016360,ACC0002156,2024-10-01,2024-Q4,cli_review,596,-6,0.5571,0,0,0,0
BUR00016361,ACC0002157,2023-04-01,2023-Q2,annual_review,768,4,0.8305,0,0,0,0
BUR00016362,ACC0002157,2023-07-01,2023-Q3,quarterly_refresh,770,2,0.6251,0,1,0,0
BUR00016363,ACC0002157,2023-10-01,2023-Q4,quarterly_refresh,771,1,0.5332,0,2,0,0
BUR00016364,ACC0002158,2024-04-01,2024-Q2,annual_review,716,0,0.1797,0,0,0,0
BUR00016365,ACC0002158,2024-07-01,2024-Q3,behavioral_trigger,716,0,0.4123,0,0,0,0
BUR00016366,ACC0002158,2024-10-01,2024-Q4,collections_trigger,716,0,0.9811,0,2,0,0
BUR00016367,ACC0002159,2022-04-01,2022-Q2,behavioral_trigger,708,0,0.3449,0,3,0,0
BUR00016368,ACC0002159,2022-07-01,2022-Q3,behavioral_trigger,708,0,0.3228,0,0,0,0
BUR00016369,ACC0002159,2022-10-01,2022-Q4,cli_review,708,0,0.6062,0,2,0,0
BUR00016370,ACC0002159,2023-01-01,2023-Q1,cli_review,708,0,0.4332,0,3,0,0
BUR00016371,ACC0002159,2023-04-01,2023-Q2,cli_review,708,0,0.0563,0,2,0,0
BUR00016372,ACC0002159,2023-07-01,2023-Q3,annual_review,708,0,0.6374,0,3,0,0
BUR00016373,ACC0002159,2023-10-01,2023-Q4,behavioral_trigger,708,0,0.3748,0,2,0,0
BUR00016374,ACC0002159,2024-01-01,2024-Q1,cli_review,708,0,0.1869,0,1,0,0
BUR00016375,ACC0002159,2024-04-01,2024-Q2,annual_review,701,-7,0.2903,0,3,0,0
BUR00016376,ACC0002159,2024-07-01,2024-Q3,behavioral_trigger,688,-13,0.3201,1,0,0,0
BUR00016377,ACC0002159,2024-10-01,2024-Q4,behavioral_trigger,683,-5,0.6916,0,1,0,0
BUR00016378,ACC0002160,2022-07-01,2022-Q3,behavioral_trigger,663,0,0.3888,0,0,0,0
BUR00016379,ACC0002160,2022-10-01,2022-Q4,annual_review,663,0,0.5079,0,0,0,0
BUR00016380,ACC0002160,2023-01-01,2023-Q1,annual_review,663,0,0.4572,0,3,0,0
BUR00016381,ACC0002160,2023-04-01,2023-Q2,quarterly_refresh,663,0,0.8795,0,0,0,0
BUR00016382,ACC0002160,2023-07-01,2023-Q3,quarterly_refresh,663,0,0.1601,0,2,0,0
BUR00016383,ACC0002160,2023-10-01,2023-Q4,cli_review,663,0,0.1545,0,3,0,0
BUR00016384,ACC0002160,2024-01-01,2024-Q1,cli_review,663,0,0.769,0,2,0,0
BUR00016385,ACC0002160,2024-04-01,2024-Q2,behavioral_trigger,663,0,0.5285,0,2,0,0
BUR00016386,ACC0002160,2024-07-01,2024-Q3,cli_review,663,0,0.1242,0,3,0,0
BUR00016387,ACC0002160,2024-10-01,2024-Q4,collections_trigger,663,0,0.346,0,2,0,0
BUR00016388,ACC0002161,2022-01-01,2022-Q1,cli_review,646,0,0.2821,0,0,0,0
BUR00016389,ACC0002161,2022-04-01,2022-Q2,collections_trigger,646,0,0.4268,0,1,0,0
BUR00016390,ACC0002161,2022-07-01,2022-Q3,annual_review,646,0,0.3529,0,3,0,0
BUR00016391,ACC0002162,2024-07-01,2024-Q3,behavioral_trigger,704,0,0.4614,0,1,0,0
BUR00016392,ACC0002162,2024-10-01,2024-Q4,quarterly_refresh,704,0,0.8255,0,2,0,0
BUR00016393,ACC0002163,2022-01-01,2022-Q1,behavioral_trigger,714,0,0.1759,0,0,0,0
BUR00016394,ACC0002163,2022-04-01,2022-Q2,annual_review,714,0,0.4578,0,2,0,0
BUR00016395,ACC0002163,2022-07-01,2022-Q3,behavioral_trigger,714,0,0.4345,0,0,0,0
BUR00016396,ACC0002163,2022-10-01,2022-Q4,behavioral_trigger,714,0,0.6349,0,3,0,0
BUR00016397,ACC0002163,2023-01-01,2023-Q1,behavioral_trigger,714,0,0.6684,0,2,0,0
BUR00016398,ACC0002163,2023-04-01,2023-Q2,collections_trigger,714,0,0.5404,0,3,0,0
BUR00016399,ACC0002163,2023-07-01,2023-Q3,cli_review,714,0,0.0646,0,3,0,0
BUR00016400,ACC0002163,2023-10-01,2023-Q4,annual_review,714,0,0.6317,0,1,0,0
BUR00016401,ACC0002163,2024-01-01,2024-Q1,quarterly_refresh,714,0,0.1825,0,3,0,0
BUR00016402,ACC0002163,2024-04-01,2024-Q2,cli_review,714,0,0.0504,0,3,0,0
BUR00016403,ACC0002163,2024-07-01,2024-Q3,behavioral_trigger,714,0,0.4722,0,1,0,0
BUR00016404,ACC0002163,2024-10-01,2024-Q4,cli_review,714,0,0.6267,0,0,0,0
BUR00016405,ACC0002164,2022-10-01,2022-Q4,quarterly_refresh,696,0,0.4594,0,0,0,0
BUR00016406,ACC0002164,2023-01-01,2023-Q1,behavioral_trigger,696,0,0.1089,0,1,0,0
BUR00016407,ACC0002164,2023-04-01,2023-Q2,cli_review,696,0,0.3472,0,1,0,0
BUR00016408,ACC0002164,2023-07-01,2023-Q3,cli_review,696,0,0.1678,0,1,0,0
BUR00016409,ACC0002164,2023-10-01,2023-Q4,cli_review,696,0,0.1649,0,2,0,0
