interaction_id,account_id,interaction_date,interaction_month,channel,interaction_type,hardship_flag,payment_plan_enrolled,dispute_filed,resolved_flag,duration_minutes,months_on_book,digital_login_last_30d
SVC000011483,ACC0001359,2022-08-24,2022-08,ivr,general_inquiry,0,0,0,1,4,2,7
SVC000011484,ACC0001359,2023-01-25,2023-01,phone,rate_inquiry,0,0,0,1,25,7,1
SVC000011485,ACC0001359,2023-01-05,2023-01,phone,payment_inquiry,0,0,0,0,27,7,1
SVC000011486,ACC0001359,2023-03-28,2023-03,phone,credit_limit_request,0,0,0,1,35,9,12
SVC000011487,ACC0001359,2023-08-05,2023-08,chat,balance_inquiry,0,0,0,1,4,14,5
SVC000011488,ACC0001359,2023-08-01,2023-08,app,credit_limit_request,0,0,0,1,4,14,5
SVC000011489,ACC0001359,2023-09-08,2023-09,chat,balance_inquiry,0,0,0,1,1,15,12
SVC000011490,ACC0001359,2024-04-01,2024-04,app,balance_inquiry,0,0,0,1,8,22,4
SVC000011491,ACC0001359,2024-04-24,2024-04,phone,payment_inquiry,0,0,0,1,4,22,4
SVC000011492,ACC0001359,2024-05-25,2024-05,chat,payment_inquiry,0,0,0,1,6,23,14
SVC000011493,ACC0001359,2024-09-17,2024-09,chat,hardship_request,1,0,0,1,9,27,17
SVC000011494,ACC0001360,2022-11-20,2022-11,chat,payment_inquiry,0,0,0,0,3,1,14
SVC000011495,ACC0001360,2022-11-20,2022-11,chat,rate_inquiry,0,0,0,1,8,1,14
SVC000011496,ACC0001360,2022-12-07,2022-12,phone,hardship_request,1,0,0,1,7,2,14
SVC000011497,ACC0001360,2022-12-07,2022-12,app,fraud_report,0,0,0,1,4,2,14
SVC000011498,ACC0001360,2022-12-03,2022-12,phone,hardship_request,1,0,0,1,24,2,14
SVC000011499,ACC0001360,2023-02-21,2023-02,branch,payment_inquiry,0,0,0,1,2,4,17
SVC000011500,ACC0001360,2023-04-20,2023-04,phone,balance_inquiry,0,0,0,1,2,6,15
SVC000011501,ACC0001360,2023-04-19,2023-04,phone,rate_inquiry,0,0,0,1,25,6,15
SVC000011502,ACC0001360,2024-01-12,2024-01,app,balance_inquiry,0,0,0,1,3,15,13
SVC000011503,ACC0001360,2024-02-01,2024-02,chat,hardship_request,1,0,0,0,7,16,4
SVC000011504,ACC0001360,2024-02-01,2024-02,chat,credit_limit_request,0,0,0,1,9,16,4
SVC000011505,ACC0001360,2024-02-19,2024-02,chat,dispute_filed,0,0,1,0,1,16,4
SVC000011506,ACC0001360,2024-05-18,2024-05,branch,rate_inquiry,0,0,0,1,2,19,12
SVC000011507,ACC0001360,2024-06-17,2024-06,chat,dispute_filed,0,0,1,1,7,20,1
SVC000011508,ACC0001360,2024-06-15,2024-06,phone,rate_inquiry,0,0,0,1,43,20,1
SVC000011509,ACC0001360,2024-09-25,2024-09,phone,rate_inquiry,0,0,0,1,28,23,10
SVC000011510,ACC0001361,2023-06-09,2023-06,branch,payment_inquiry,0,0,0,1,3,8,15
SVC000011511,ACC0001361,2023-06-23,2023-06,phone,balance_inquiry,0,0,0,1,16,8,15
SVC000011512,ACC0001361,2024-07-26,2024-07,ivr,balance_inquiry,0,0,0,0,6,21,4
SVC000011513,ACC0001361,2024-08-17,2024-08,app,payment_inquiry,0,0,0,1,3,22,11
SVC000011514,ACC0001361,2024-08-18,2024-08,phone,general_inquiry,0,0,0,1,8,22,11
SVC000011515,ACC0001361,2024-10-27,2024-10,phone,balance_inquiry,0,0,0,1,41,24,10
SVC000011516,ACC0001361,2024-10-11,2024-10,phone,general_inquiry,0,0,0,1,3,24,10
SVC000011517,ACC0001361,2024-10-08,2024-10,app,balance_inquiry,0,0,0,0,5,24,10
SVC000011518,ACC0001362,2024-01-09,2024-01,phone,payment_inquiry,0,0,0,0,17,4,12
SVC000011519,ACC0001362,2024-03-24,2024-03,phone,payment_inquiry,0,0,0,1,21,6,9
SVC000011520,ACC0001362,2024-03-25,2024-03,phone,rate_inquiry,0,0,0,1,24,6,9
SVC000011521,ACC0001362,2024-03-12,2024-03,phone,balance_inquiry,0,0,0,0,17,6,9
SVC000011522,ACC0001362,2024-08-17,2024-08,chat,payment_inquiry,0,0,0,1,9,11,10
SVC000011523,ACC0001362,2024-08-10,2024-08,branch,payment_inquiry,0,0,0,1,5,11,10
SVC000011524,ACC0001363,2021-11-18,2021-11,app,balance_inquiry,0,0,0,1,1,2,4
SVC000011525,ACC0001363,2022-04-02,2022-04,chat,payment_plan_setup,0,1,0,1,1,7,9
SVC000011526,ACC0001363,2022-04-10,2022-04,ivr,rate_inquiry,0,0,0,1,6,7,9
SVC000011527,ACC0001363,2022-08-24,2022-08,phone,payment_inquiry,0,0,0,1,10,11,2
SVC000011528,ACC0001363,2022-08-05,2022-08,app,rate_inquiry,0,0,0,1,5,11,2
SVC000011529,ACC0001363,2022-08-17,2022-08,app,payment_inquiry,0,0,0,1,5,11,2
SVC000011530,ACC0001363,2022-11-17,2022-11,phone,credit_limit_request,0,0,0,0,42,14,19
SVC000011531,ACC0001363,2022-11-08,2022-11,chat,credit_limit_request,0,0,0,1,9,14,19
SVC000011532,ACC0001363,2022-11-03,2022-11,phone,balance_inquiry,0,0,0,0,21,14,19
SVC000011533,ACC0001363,2023-06-13,2023-06,chat,credit_limit_request,0,0,0,1,5,21,4
SVC000011534,ACC0001363,2023-06-13,2023-06,phone,payment_inquiry,0,0,0,1,19,21,4
SVC000011535,ACC0001363,2023-06-23,2023-06,phone,payment_inquiry,0,0,0,1,29,21,4
SVC000011536,ACC0001363,2023-12-12,2023-12,ivr,dispute_filed,0,0,1,0,1,27,15
SVC000011537,ACC0001363,2023-12-03,2023-12,app,rate_inquiry,0,0,0,1,3,27,15
SVC000011538,ACC0001363,2024-01-26,2024-01,chat,payment_inquiry,0,0,0,0,8,28,15
SVC000011539,ACC0001363,2024-01-25,2024-01,chat,rate_inquiry,0,0,0,1,8,28,15
SVC000011540,ACC0001363,2024-01-22,2024-01,phone,balance_inquiry,0,0,0,0,12,28,15
SVC000011541,ACC0001363,2024-03-13,2024-03,chat,payment_inquiry,0,0,0,1,3,30,6
SVC000011542,ACC0001363,2024-06-24,2024-06,phone,rate_inquiry,0,0,0,1,44,33,18
SVC000011543,ACC0001363,2024-06-25,2024-06,app,payment_inquiry,0,0,0,0,6,33,18
SVC000011544,ACC0001363,2024-06-09,2024-06,chat,general_inquiry,0,0,0,1,5,33,18
SVC000011545,ACC0001364,2022-08-14,2022-08,phone,payment_plan_setup,0,1,0,1,19,4,11
SVC000011546,ACC0001364,2022-08-04,2022-08,ivr,balance_inquiry,0,0,0,1,6,4,11
SVC000011547,ACC0001364,2022-08-01,2022-08,branch,general_inquiry,0,0,0,1,7,4,11
SVC000011548,ACC0001364,2022-09-11,2022-09,phone,balance_inquiry,0,0,0,1,40,5,4
SVC000011549,ACC0001364,2022-10-28,2022-10,phone,payment_inquiry,0,0,0,1,43,6,3
SVC000011550,ACC0001364,2022-10-25,2022-10,phone,balance_inquiry,0,0,0,1,4,6,3
SVC000011551,ACC0001364,2023-07-03,2023-07,ivr,balance_inquiry,0,0,0,1,2,15,15
SVC000011552,ACC0001364,2023-07-13,2023-07,phone,balance_inquiry,0,0,0,0,15,15,15
SVC000011553,ACC0001364,2023-07-16,2023-07,chat,payment_inquiry,0,0,0,1,2,15,15
SVC000011554,ACC0001364,2024-01-15,2024-01,app,balance_inquiry,0,0,0,1,9,21,3
SVC000011555,ACC0001364,2024-01-17,2024-01,chat,balance_inquiry,0,0,0,1,9,21,3
SVC000011556,ACC0001364,2024-05-24,2024-05,chat,payment_inquiry,0,0,0,0,4,25,8
SVC000011557,ACC0001365,2022-02-14,2022-02,chat,balance_inquiry,0,0,0,1,5,4,6
SVC000011558,ACC0001365,2022-06-19,2022-06,chat,dispute_filed,0,0,1,1,6,8,11
SVC000011559,ACC0001365,2022-06-19,2022-06,chat,balance_inquiry,0,0,0,0,1,8,11
SVC000011560,ACC0001365,2022-08-13,2022-08,app,balance_inquiry,0,0,0,1,3,10,0
SVC000011561,ACC0001365,2022-08-04,2022-08,phone,balance_inquiry,0,0,0,1,6,10,0
SVC000011562,ACC0001365,2022-09-11,2022-09,app,rate_inquiry,0,0,0,0,1,11,8
SVC000011563,ACC0001365,2022-09-13,2022-09,chat,dispute_filed,0,0,1,0,4,11,8
SVC000011564,ACC0001367,2021-11-24,2021-11,app,rate_inquiry,0,0,0,0,3,5,17
SVC000011565,ACC0001367,2021-11-10,2021-11,chat,payment_inquiry,0,0,0,1,9,5,17
SVC000011566,ACC0001367,2022-01-11,2022-01,phone,payment_inquiry,0,0,0,1,11,7,9
SVC000011567,ACC0001367,2022-02-01,2022-02,phone,payment_inquiry,0,0,0,1,41,8,18
SVC000011568,ACC0001367,2022-11-09,2022-11,branch,payment_inquiry,0,0,0,1,6,17,12
SVC000011569,ACC0001367,2023-01-22,2023-01,phone,credit_limit_request,0,0,0,1,38,19,0
SVC000011570,ACC0001367,2023-01-26,2023-01,app,payment_inquiry,0,0,0,1,4,19,0
SVC000011571,ACC0001367,2023-02-12,2023-02,phone,dispute_filed,0,0,1,0,40,20,11
SVC000011572,ACC0001367,2023-02-28,2023-02,chat,hardship_request,1,0,0,1,1,20,11
SVC000011573,ACC0001367,2023-03-27,2023-03,phone,credit_limit_request,0,0,0,0,18,21,13
SVC000011574,ACC0001367,2023-03-28,2023-03,phone,payment_inquiry,0,0,0,1,27,21,13
SVC000011575,ACC0001367,2024-01-20,2024-01,chat,payment_inquiry,0,0,0,1,1,31,15
SVC000011576,ACC0001367,2024-04-15,2024-04,phone,dispute_filed,0,0,1,1,42,34,14
SVC000011577,ACC0001367,2024-04-06,2024-04,app,balance_inquiry,0,0,0,1,4,34,14
SVC000011578,ACC0001367,2024-12-11,2024-12,phone,payment_inquiry,0,0,0,0,11,42,12
SVC000011579,ACC0001367,2024-12-23,2024-12,ivr,credit_limit_request,0,0,0,1,7,42,12
SVC000011580,ACC0001367,2024-12-15,2024-12,chat,general_inquiry,0,0,0,1,2,42,12
SVC000011581,ACC0001369,2023-11-16,2023-11,chat,payment_inquiry,0,0,0,0,9,5,16
SVC000011582,ACC0001369,2023-11-19,2023-11,app,payment_inquiry,0,0,0,1,1,5,16
SVC000011583,ACC0001369,2023-11-12,2023-11,phone,general_inquiry,0,0,0,1,44,5,16
SVC000011584,ACC0001369,2024-03-03,2024-03,phone,balance_inquiry,0,0,0,1,42,9,16
SVC000011585,ACC0001369,2024-03-04,2024-03,phone,balance_inquiry,0,0,0,1,7,9,16
SVC000011586,ACC0001369,2024-03-17,2024-03,ivr,rate_inquiry,0,0,0,1,3,9,16
SVC000011587,ACC0001371,2024-07-19,2024-07,app,payment_inquiry,0,0,0,1,9,4,11
SVC000011588,ACC0001372,2023-07-02,2023-07,phone,balance_inquiry,0,0,0,1,30,2,19
SVC000011589,ACC0001372,2024-06-20,2024-06,chat,credit_limit_request,0,0,0,0,8,13,5
SVC000011590,ACC0001372,2024-06-05,2024-06,app,balance_inquiry,0,0,0,0,2,13,5
SVC000011591,ACC0001372,2024-06-13,2024-06,app,credit_limit_request,0,0,0,1,7,13,5
SVC000011592,ACC0001374,2021-04-23,2021-04,ivr,rate_inquiry,0,0,0,1,7,1,18
SVC000011593,ACC0001374,2021-04-14,2021-04,phone,general_inquiry,0,0,0,1,41,1,18
SVC000011594,ACC0001374,2021-04-27,2021-04,chat,rate_inquiry,0,0,0,1,5,1,18
SVC000011595,ACC0001374,2022-11-16,2022-11,chat,payment_inquiry,0,0,0,0,7,20,15
SVC000011596,ACC0001374,2022-11-22,2022-11,phone,balance_inquiry,0,0,0,1,3,20,15
SVC000011597,ACC0001374,2022-11-20,2022-11,phone,balance_inquiry,0,0,0,1,8,20,15
SVC000011598,ACC0001374,2023-02-07,2023-02,ivr,payment_inquiry,0,0,0,1,1,23,8
SVC000011599,ACC0001374,2023-02-25,2023-02,phone,payment_inquiry,0,0,0,1,40,23,8
SVC000011600,ACC0001374,2023-03-08,2023-03,app,hardship_request,1,0,0,1,3,24,2
SVC000011601,ACC0001374,2023-05-05,2023-05,phone,general_inquiry,0,0,0,0,37,26,4
SVC000011602,ACC0001374,2023-05-12,2023-05,app,balance_inquiry,0,0,0,0,1,26,4
SVC000011603,ACC0001374,2023-06-01,2023-06,chat,balance_inquiry,0,0,0,0,5,27,16
SVC000011604,ACC0001374,2023-06-11,2023-06,phone,payment_inquiry,0,0,0,1,39,27,16
SVC000011605,ACC0001374,2023-06-05,2023-06,app,payment_inquiry,0,0,0,1,7,27,16
SVC000011606,ACC0001374,2023-11-15,2023-11,chat,rate_inquiry,0,0,0,1,7,32,8
SVC000011607,ACC0001374,2023-11-23,2023-11,app,balance_inquiry,0,0,0,1,5,32,8
SVC000011608,ACC0001374,2023-11-05,2023-11,ivr,balance_inquiry,0,0,0,1,8,32,8
SVC000011609,ACC0001374,2024-01-19,2024-01,phone,balance_inquiry,0,0,0,1,4,34,17
SVC000011610,ACC0001374,2024-01-09,2024-01,phone,general_inquiry,0,0,0,1,3,34,17
SVC000011611,ACC0001374,2024-01-08,2024-01,app,balance_inquiry,0,0,0,1,3,34,17
SVC000011612,ACC0001375,2024-06-25,2024-06,phone,credit_limit_request,0,0,0,1,10,17,16
SVC000011613,ACC0001375,2024-06-03,2024-06,chat,payment_inquiry,0,0,0,0,3,17,16
SVC000011614,ACC0001375,2024-09-28,2024-09,chat,general_inquiry,0,0,0,1,1,20,7
SVC000011615,ACC0001375,2024-11-26,2024-11,app,payment_inquiry,0,0,0,1,8,22,9
SVC000011616,ACC0001375,2024-11-16,2024-11,app,dispute_filed,0,0,1,1,5,22,9
SVC000011617,ACC0001375,2024-11-01,2024-11,chat,general_inquiry,0,0,0,0,4,22,9
SVC000011618,ACC0001375,2024-12-22,2024-12,phone,dispute_filed,0,0,1,1,28,23,14
SVC000011619,ACC0001375,2024-12-17,2024-12,phone,balance_inquiry,0,0,0,1,30,23,14
SVC000011620,ACC0001375,2024-12-22,2024-12,chat,credit_limit_request,0,0,0,1,5,23,14
SVC000011621,ACC0001376,2023-09-01,2023-09,ivr,dispute_filed,0,0,1,1,2,3,16
SVC000011622,ACC0001376,2023-12-28,2023-12,phone,payment_inquiry,0,0,0,1,30,6,8
SVC000011623,ACC0001376,2023-12-15,2023-12,phone,payment_inquiry,0,0,0,1,17,6,8
SVC000011624,ACC0001376,2024-01-14,2024-01,phone,balance_inquiry,0,0,0,0,2,7,7
SVC000011625,ACC0001376,2024-03-21,2024-03,phone,hardship_request,1,0,0,1,2,9,12
SVC000011626,ACC0001376,2024-03-04,2024-03,phone,balance_inquiry,0,0,0,1,36,9,12
SVC000011627,ACC0001376,2024-03-01,2024-03,phone,payment_inquiry,0,0,0,1,37,9,12
SVC000011628,ACC0001376,2024-06-09,2024-06,phone,balance_inquiry,0,0,0,1,14,12,8
SVC000011629,ACC0001376,2024-06-28,2024-06,app,credit_limit_request,0,0,0,0,9,12,8
SVC000011630,ACC0001377,2024-09-02,2024-09,chat,credit_limit_request,0,0,0,1,3,17,7
SVC000011631,ACC0001377,2024-09-03,2024-09,ivr,fraud_report,0,0,0,1,5,17,7
SVC000011632,ACC0001378,2022-01-28,2022-01,chat,payment_inquiry,0,0,0,1,5,2,2
SVC000011633,ACC0001378,2022-01-20,2022-01,app,general_inquiry,0,0,0,1,7,2,2
SVC000011634,ACC0001378,2022-04-01,2022-04,chat,credit_limit_request,0,0,0,1,8,5,5
SVC000011635,ACC0001378,2022-04-23,2022-04,chat,balance_inquiry,0,0,0,1,5,5,5
SVC000011636,ACC0001378,2022-04-23,2022-04,app,balance_inquiry,0,0,0,1,7,5,5
SVC000011637,ACC0001378,2022-05-25,2022-05,phone,rate_inquiry,0,0,0,1,3,6,2
SVC000011638,ACC0001378,2022-05-28,2022-05,phone,rate_inquiry,0,0,0,1,13,6,2
SVC000011639,ACC0001378,2022-05-20,2022-05,phone,dispute_filed,0,0,1,0,15,6,2
SVC000011640,ACC0001378,2022-10-11,2022-10,app,credit_limit_request,0,0,0,1,2,11,17
SVC000011641,ACC0001378,2023-01-01,2023-01,app,dispute_filed,0,0,1,1,6,14,17
SVC000011642,ACC0001378,2023-01-23,2023-01,phone,balance_inquiry,0,0,0,1,33,14,17
SVC000011643,ACC0001378,2024-07-16,2024-07,chat,payment_inquiry,0,0,0,1,6,32,12
SVC000011644,ACC0001378,2024-07-06,2024-07,phone,balance_inquiry,0,0,0,1,44,32,12
SVC000011645,ACC0001378,2024-07-16,2024-07,chat,credit_limit_request,0,0,0,1,1,32,12
SVC000011646,ACC0001378,2024-08-18,2024-08,chat,payment_inquiry,0,0,0,1,5,33,10
SVC000011647,ACC0001378,2024-08-20,2024-08,phone,general_inquiry,0,0,0,1,34,33,10
SVC000011648,ACC0001378,2024-11-01,2024-11,app,rate_inquiry,0,0,0,1,4,36,19
SVC000011649,ACC0001378,2024-11-02,2024-11,branch,payment_plan_setup,0,1,0,1,4,36,19
SVC000011650,ACC0001379,2024-05-21,2024-05,app,rate_inquiry,0,0,0,1,6,10,16
SVC000011651,ACC0001379,2024-05-06,2024-05,app,hardship_request,1,0,0,1,5,10,16
SVC000011652,ACC0001379,2024-05-10,2024-05,chat,balance_inquiry,0,0,0,1,3,10,16
SVC000011653,ACC0001379,2024-07-11,2024-07,phone,balance_inquiry,0,0,0,1,11,12,9
SVC000011654,ACC0001379,2024-07-15,2024-07,ivr,balance_inquiry,0,0,0,1,3,12,9
SVC000011655,ACC0001379,2024-07-06,2024-07,chat,payment_inquiry,0,0,0,1,2,12,9
SVC000011656,ACC0001380,2024-12-18,2024-12,branch,dispute_filed,0,0,1,1,4,22,0
SVC000011657,ACC0001380,2024-12-19,2024-12,phone,balance_inquiry,0,0,0,0,32,22,0
SVC000011658,ACC0001381,2021-05-08,2021-05,ivr,balance_inquiry,0,0,0,1,2,4,3
SVC000011659,ACC0001381,2021-05-28,2021-05,ivr,payment_inquiry,0,0,0,1,3,4,3
SVC000011660,ACC0001381,2021-07-18,2021-07,phone,payment_plan_setup,0,1,0,1,41,6,19
SVC000011661,ACC0001381,2021-07-19,2021-07,phone,payment_inquiry,0,0,0,1,27,6,19
SVC000011662,ACC0001381,2021-07-14,2021-07,app,payment_inquiry,0,0,0,1,7,6,19
SVC000011663,ACC0001381,2022-03-03,2022-03,branch,dispute_filed,0,0,1,1,5,14,5
SVC000011664,ACC0001382,2024-03-18,2024-03,phone,payment_plan_setup,0,1,0,1,7,2,7
SVC000011665,ACC0001382,2024-03-04,2024-03,chat,rate_inquiry,0,0,0,1,8,2,7
SVC000011666,ACC0001382,2024-11-21,2024-11,branch,dispute_filed,0,0,1,1,2,10,5
SVC000011667,ACC0001382,2024-11-28,2024-11,phone,dispute_filed,0,0,1,1,22,10,5
SVC000011668,ACC0001382,2024-11-11,2024-11,phone,balance_inquiry,0,0,0,0,40,10,5
SVC000011669,ACC0001383,2023-09-08,2023-09,app,credit_limit_request,0,0,0,1,2,6,11
SVC000011670,ACC0001383,2023-09-21,2023-09,phone,balance_inquiry,0,0,0,1,21,6,11
SVC000011671,ACC0001383,2023-09-03,2023-09,phone,general_inquiry,0,0,0,0,4,6,11
SVC000011672,ACC0001383,2023-11-08,2023-11,chat,balance_inquiry,0,0,0,1,5,8,5
SVC000011673,ACC0001383,2023-11-01,2023-11,app,credit_limit_request,0,0,0,1,2,8,5
SVC000011674,ACC0001383,2024-09-11,2024-09,app,general_inquiry,0,0,0,1,6,18,10
SVC000011675,ACC0001384,2024-04-16,2024-04,phone,payment_inquiry,0,0,0,1,32,5,12
SVC000011676,ACC0001385,2022-04-19,2022-04,phone,hardship_request,1,0,0,0,43,5,12
SVC000011677,ACC0001385,2022-04-22,2022-04,phone,rate_inquiry,0,0,0,1,40,5,12
SVC000011678,ACC0001385,2022-04-24,2022-04,chat,balance_inquiry,0,0,0,0,4,5,12
SVC000011679,ACC0001385,2022-05-21,2022-05,ivr,balance_inquiry,0,0,0,0,9,6,7
SVC000011680,ACC0001385,2022-05-11,2022-05,chat,dispute_filed,0,0,1,1,9,6,7
SVC000011681,ACC0001385,2022-05-23,2022-05,ivr,rate_inquiry,0,0,0,1,7,6,7
SVC000011682,ACC0001385,2022-06-16,2022-06,app,rate_inquiry,0,0,0,0,9,7,5
SVC000011683,ACC0001385,2023-06-27,2023-06,chat,balance_inquiry,0,0,0,1,8,19,19
SVC000011684,ACC0001385,2024-03-24,2024-03,chat,payment_inquiry,0,0,0,1,5,28,7
SVC000011685,ACC0001385,2024-03-28,2024-03,app,balance_inquiry,0,0,0,0,4,28,7
SVC000011686,ACC0001385,2024-03-02,2024-03,phone,payment_inquiry,0,0,0,1,21,28,7
SVC000011687,ACC0001385,2024-08-26,2024-08,ivr,payment_inquiry,0,0,0,0,9,33,17
SVC000011688,ACC0001385,2024-08-27,2024-08,phone,payment_inquiry,0,0,0,1,37,33,17
SVC000011689,ACC0001386,2022-01-27,2022-01,chat,payment_inquiry,0,0,0,1,9,4,12
SVC000011690,ACC0001386,2023-07-04,2023-07,phone,balance_inquiry,0,0,0,1,30,22,10
SVC000011691,ACC0001386,2024-11-25,2024-11,phone,balance_inquiry,0,0,0,1,27,38,15
SVC000011692,ACC0001386,2024-11-11,2024-11,app,rate_inquiry,0,0,0,1,7,38,15
SVC000011693,ACC0001386,2024-11-26,2024-11,phone,fraud_report,0,0,0,0,10,38,15
SVC000011694,ACC0001387,2024-07-20,2024-07,chat,general_inquiry,0,0,0,1,7,1,18
SVC000011695,ACC0001387,2024-07-20,2024-07,chat,hardship_request,1,0,0,1,5,1,18
SVC000011696,ACC0001387,2024-09-20,2024-09,app,balance_inquiry,0,0,0,1,9,3,16
SVC000011697,ACC0001388,2024-11-13,2024-11,phone,balance_inquiry,0,0,0,1,11,15,15
SVC000011698,ACC0001388,2024-11-28,2024-11,phone,balance_inquiry,0,0,0,1,31,15,15
SVC000011699,ACC0001388,2024-11-14,2024-11,chat,general_inquiry,0,0,0,1,7,15,15
SVC000011700,ACC0001389,2024-07-26,2024-07,app,balance_inquiry,0,0,0,1,8,1,6
SVC000011701,ACC0001389,2024-07-19,2024-07,chat,general_inquiry,0,0,0,1,6,1,6
SVC000011702,ACC0001389,2024-07-01,2024-07,app,payment_inquiry,0,0,0,1,1,1,6
SVC000011703,ACC0001389,2024-08-11,2024-08,phone,hardship_request,1,0,0,1,42,2,7
SVC000011704,ACC0001389,2024-08-14,2024-08,app,balance_inquiry,0,0,0,1,1,2,7
SVC000011705,ACC0001389,2024-09-15,2024-09,phone,general_inquiry,0,0,0,1,18,3,11
SVC000011706,ACC0001389,2024-09-10,2024-09,chat,general_inquiry,0,0,0,1,7,3,11
SVC000011707,ACC0001389,2024-10-02,2024-10,app,dispute_filed,0,0,1,1,3,4,4
SVC000011708,ACC0001389,2024-10-16,2024-10,chat,dispute_filed,0,0,1,0,3,4,4
SVC000011709,ACC0001389,2024-10-17,2024-10,phone,balance_inquiry,0,0,0,1,7,4,4
SVC000011710,ACC0001389,2024-12-12,2024-12,app,payment_inquiry,0,0,0,1,5,6,16
SVC000011711,ACC0001391,2023-12-09,2023-12,app,payment_inquiry,0,0,0,1,4,7,2
SVC000011712,ACC0001392,2023-10-17,2023-10,chat,fraud_report,0,0,0,1,1,3,2
SVC000011713,ACC0001392,2023-10-12,2023-10,phone,payment_inquiry,0,0,0,1,20,3,2
SVC000011714,ACC0001392,2024-11-08,2024-11,chat,payment_inquiry,0,0,0,1,6,16,15
SVC000011715,ACC0001392,2024-11-10,2024-11,app,rate_inquiry,0,0,0,1,9,16,15
SVC000011716,ACC0001392,2024-11-02,2024-11,branch,balance_inquiry,0,0,0,1,8,16,15
SVC000011717,ACC0001393,2022-03-03,2022-03,chat,dispute_filed,0,0,1,1,9,4,0
SVC000011718,ACC0001393,2022-03-22,2022-03,phone,balance_inquiry,0,0,0,1,4,4,0
SVC000011719,ACC0001393,2022-06-16,2022-06,app,credit_limit_request,0,0,0,1,7,7,3
SVC000011720,ACC0001393,2022-06-05,2022-06,ivr,payment_inquiry,0,0,0,1,7,7,3
SVC000011721,ACC0001393,2022-06-23,2022-06,phone,balance_inquiry,0,0,0,1,20,7,3
SVC000011722,ACC0001393,2022-07-08,2022-07,phone,payment_inquiry,0,0,0,0,37,8,3
SVC000011723,ACC0001393,2022-07-02,2022-07,chat,credit_limit_request,0,0,0,1,1,8,3
SVC000011724,ACC0001393,2022-07-20,2022-07,phone,payment_plan_setup,0,1,0,1,43,8,3
SVC000011725,ACC0001393,2022-09-12,2022-09,phone,credit_limit_request,0,0,0,1,16,10,7
SVC000011726,ACC0001393,2022-09-17,2022-09,branch,hardship_request,1,0,0,0,4,10,7
SVC000011727,ACC0001393,2022-09-04,2022-09,branch,hardship_request,1,0,0,1,2,10,7
SVC000011728,ACC0001393,2023-01-20,2023-01,app,payment_inquiry,0,0,0,0,9,14,14
SVC000011729,ACC0001393,2023-01-13,2023-01,phone,payment_inquiry,0,0,0,1,2,14,14
SVC000011730,ACC0001393,2023-07-26,2023-07,app,general_inquiry,0,0,0,1,8,20,4
SVC000011731,ACC0001393,2023-07-21,2023-07,app,general_inquiry,0,0,0,1,1,20,4
SVC000011732,ACC0001393,2023-07-04,2023-07,app,dispute_filed,0,0,1,1,8,20,4
SVC000011733,ACC0001393,2023-09-12,2023-09,chat,general_inquiry,0,0,0,1,6,22,12
SVC000011734,ACC0001393,2023-09-04,2023-09,chat,hardship_request,1,0,0,1,5,22,12
SVC000011735,ACC0001393,2024-05-28,2024-05,ivr,balance_inquiry,0,0,0,1,4,30,9
SVC000011736,ACC0001393,2024-05-11,2024-05,app,rate_inquiry,0,0,0,1,9,30,9
SVC000011737,ACC0001393,2024-05-18,2024-05,phone,payment_inquiry,0,0,0,1,23,30,9
SVC000011738,ACC0001393,2024-12-08,2024-12,phone,credit_limit_request,0,0,0,0,16,37,2
SVC000011739,ACC0001393,2024-12-19,2024-12,phone,payment_inquiry,0,0,0,1,35,37,2
SVC000011740,ACC0001393,2024-12-10,2024-12,app,balance_inquiry,0,0,0,1,3,37,2
SVC000011741,ACC0001394,2024-04-08,2024-04,phone,hardship_request,1,0,0,0,35,6,14
SVC000011742,ACC0001394,2024-07-16,2024-07,phone,general_inquiry,0,0,0,1,37,9,18
SVC000011743,ACC0001394,2024-07-27,2024-07,branch,balance_inquiry,0,0,0,1,4,9,18
SVC000011744,ACC0001394,2024-08-15,2024-08,phone,hardship_request,1,0,0,1,42,10,10
SVC000011745,ACC0001395,2023-06-13,2023-06,chat,dispute_filed,0,0,1,1,2,8,2
SVC000011746,ACC0001395,2023-07-10,2023-07,phone,balance_inquiry,0,0,0,1,40,9,15
SVC000011747,ACC0001396,2022-06-04,2022-06,phone,payment_inquiry,0,0,0,1,17,1,17
SVC000011748,ACC0001396,2022-06-16,2022-06,app,balance_inquiry,0,0,0,1,7,1,17
SVC000011749,ACC0001396,2022-08-08,2022-08,chat,balance_inquiry,0,0,0,0,8,3,4
SVC000011750,ACC0001396,2022-08-21,2022-08,phone,credit_limit_request,0,0,0,1,31,3,4
SVC000011751,ACC0001396,2022-08-02,2022-08,app,general_inquiry,0,0,0,1,9,3,4
SVC000011752,ACC0001396,2022-11-28,2022-11,chat,payment_plan_setup,0,1,0,1,1,6,8
SVC000011753,ACC0001396,2022-11-28,2022-11,chat,balance_inquiry,0,0,0,1,6,6,8
SVC000011754,ACC0001396,2022-12-06,2022-12,ivr,balance_inquiry,0,0,0,1,4,7,19
SVC000011755,ACC0001396,2022-12-10,2022-12,phone,balance_inquiry,0,0,0,1,38,7,19
SVC000011756,ACC0001396,2022-12-14,2022-12,phone,balance_inquiry,0,0,0,1,19,7,19
SVC000011757,ACC0001396,2023-02-21,2023-02,app,balance_inquiry,0,0,0,1,2,9,16
