application_id,account_id,application_date,app_channel,bureau_score_at_app,credit_line_requested,credit_line_approved,decision,decline_reason_code,bureau_utilization_at_app,bureau_inquiries_at_app,bureau_derogatory_count,bureau_oldest_tradeline_yrs
APP00002302,ACC0002302,2023-10-22,partner_refer,701,6967,6800.0,approved,,0.5341,2,0,12.5
APP00002303,ACC0002303,2021-03-30,online,651,2171,2400.0,approved,,0.4902,3,2,18.5
APP00002304,ACC0002304,2021-05-25,partner_refer,813,15969,10800.0,approved,,0.0734,4,0,9.4
APP00002305,ACC0002305,2021-04-03,in_store,795,15398,14200.0,approved,,0.6153,2,0,16.2
APP00002306,ACC0002306,2024-07-24,direct_mail,791,12439,14500.0,approved,,0.0584,7,0,7.8
APP00002307,ACC0002307,2022-07-23,pre_approved,661,3946,3400.0,approved,,0.3964,0,0,19.5
APP00002308,ACC0002308,2021-05-29,direct_mail,676,1169,1000.0,approved,,0.558,0,0,4.3
APP00002309,ACC0002309,2021-10-28,direct_mail,707,10788,7200.0,approved,,0.1711,3,0,5.6
APP00002310,ACC0002310,2022-09-14,online,746,3312,3100.0,approved,,0.1378,7,0,9.5
APP00002311,ACC0002311,2024-08-22,online,822,6584,6000.0,approved,,0.058,7,0,5.5
APP00002312,ACC0002312,2021-08-21,pre_approved,705,3580,2700.0,approved,,0.5492,1,0,11.2
APP00002313,ACC0002313,2024-06-12,online,704,3939,4300.0,approved,,0.2812,1,0,17.9
APP00002314,ACC0002314,2024-08-22,pre_approved,741,6653,4600.0,approved,,0.0319,6,0,3.6
APP00002315,ACC0002315,2022-10-29,online,666,5208,3800.0,approved,,0.5279,4,0,12.1
APP00002316,ACC0002316,2023-02-18,pre_approved,672,871,1000.0,approved,,0.0124,3,2,11.3
APP00002317,ACC0002317,2021-05-02,online,703,4890,3500.0,approved,,0.2158,3,0,9.8
APP00002318,ACC0002318,2022-01-25,online,693,5189,3600.0,approved,,0.4927,6,0,14.1
APP00002319,ACC0002319,2022-07-03,online,594,384,400.0,approved,,0.2093,4,1,9.7
APP00002320,ACC0002320,2022-04-03,pre_approved,779,13128,10700.0,approved,,0.1598,7,0,13.0
APP00002321,ACC0002321,2022-12-01,in_store,733,2883,3600.0,approved,,0.0717,6,0,16.0
APP00002322,ACC0002322,2021-01-17,pre_approved,631,1293,1100.0,approved,,0.3525,3,2,5.1
APP00002323,ACC0002323,2024-01-12,in_store,623,2706,3200.0,approved,,0.454,3,2,14.2
APP00002324,ACC0002324,2021-06-04,pre_approved,731,5342,6500.0,approved,,0.1381,7,0,12.9
APP00002325,ACC0002325,2021-08-09,in_store,821,4998,5200.0,approved,,0.4756,2,0,16.1
APP00002326,ACC0002326,2022-08-11,direct_mail,719,4154,4900.0,approved,,0.4953,0,0,6.3
APP00002327,ACC0002327,2021-06-13,online,709,10003,6800.0,approved,,0.1075,3,0,16.5
APP00002328,ACC0002328,2022-04-01,online,638,1381,1400.0,approved,,0.0509,3,1,1.6
APP00002329,ACC0002329,2022-07-10,in_store,713,6595,6900.0,approved,,0.2095,3,0,7.2
APP00002330,ACC0002330,2021-09-21,pre_approved,633,3725,3200.0,approved,,0.2658,1,1,8.0
APP00002331,ACC0002331,2022-11-12,online,670,4425,3000.0,approved,,0.3239,3,1,2.3
APP00002332,ACC0002332,2023-03-27,in_store,747,3835,4100.0,approved,,0.3809,3,0,8.1
APP00002333,ACC0002333,2023-03-10,in_store,775,12023,8100.0,approved,,0.3552,6,0,10.4
APP00002334,ACC0002334,2021-06-06,in_store,686,7853,5800.0,approved,,0.167,6,0,5.2
APP00002335,ACC0002335,2021-03-25,online,714,4980,4600.0,approved,,0.3301,4,0,11.6
APP00002336,ACC0002336,2024-04-09,in_store,825,10573,12600.0,approved,,0.0777,6,0,19.7
APP00002337,ACC0002337,2021-08-21,in_store,758,6458,5600.0,approved,,0.1163,7,0,8.1
APP00002338,ACC0002338,2024-08-30,partner_refer,661,4352,3800.0,approved,,0.0633,2,0,9.3
APP00002339,ACC0002339,2024-04-20,direct_mail,835,13848,13600.0,approved,,0.5188,1,0,18.9
APP00002340,ACC0002340,2022-05-07,pre_approved,691,7322,5000.0,approved,,0.1838,2,0,17.0
APP00002341,ACC0002341,2024-02-08,partner_refer,730,4306,4000.0,approved,,0.206,2,0,17.0
APP00002342,ACC0002342,2021-03-20,direct_mail,630,2344,2000.0,approved,,0.056,7,0,16.7
APP00002343,ACC0002343,2023-06-18,online,768,15176,10300.0,approved,,0.367,1,0,3.2
APP00002344,ACC0002344,2022-12-22,in_store,788,9333,10500.0,approved,,0.507,3,0,14.9
APP00002345,ACC0002345,2023-03-23,direct_mail,743,6373,5400.0,approved,,0.353,2,0,17.7
APP00002346,ACC0002346,2023-06-04,online,621,1931,2300.0,approved,,0.3069,2,0,13.0
APP00002347,ACC0002347,2022-07-01,in_store,562,775,800.0,approved,,0.4407,0,0,14.6
APP00002348,ACC0002348,2023-11-13,in_store,832,10392,12200.0,approved,,0.1977,3,0,8.8
APP00002349,ACC0002349,2024-06-17,online,577,971,800.0,approved,,0.3504,4,2,5.0
APP00002350,ACC0002350,2023-07-21,online,671,4267,2900.0,approved,,0.5409,1,0,7.2
APP00002351,ACC0002351,2021-05-05,direct_mail,743,7726,5500.0,approved,,0.5912,0,0,1.7
APP00002352,ACC0002352,2022-11-19,pre_approved,720,4567,3500.0,approved,,0.5524,7,0,7.4
APP00002353,ACC0002353,2023-06-18,partner_refer,767,15188,10400.0,approved,,0.3186,6,0,15.8
APP00002354,ACC0002354,2023-01-29,in_store,718,7260,5800.0,approved,,0.2785,5,0,4.5
APP00002355,ACC0002355,2022-11-22,online,659,3306,2700.0,approved,,0.2756,6,2,15.9
APP00002356,ACC0002356,2023-11-04,pre_approved,661,3431,2600.0,approved,,0.3314,0,1,2.8
APP00002357,ACC0002357,2022-07-25,partner_refer,708,9205,6500.0,approved,,0.6361,5,0,17.8
APP00002358,ACC0002358,2023-12-24,partner_refer,702,5857,5100.0,approved,,0.3322,7,0,16.6
APP00002359,ACC0002359,2021-05-23,in_store,604,1222,1300.0,approved,,0.1841,7,2,17.7
APP00002360,ACC0002360,2023-01-25,pre_approved,681,7329,6400.0,approved,,0.3517,3,0,12.6
APP00002361,ACC0002361,2023-11-21,partner_refer,650,3625,3800.0,approved,,0.6024,6,1,2.7
APP00002362,ACC0002362,2021-10-11,pre_approved,765,10313,8400.0,approved,,0.3835,3,0,12.8
APP00002363,ACC0002363,2024-05-14,online,620,5279,3700.0,approved,,0.0242,5,0,14.2
APP00002364,ACC0002364,2024-06-06,online,656,1278,1400.0,approved,,0.0737,1,0,16.3
APP00002365,ACC0002365,2023-12-02,online,761,16980,13600.0,approved,,0.47,1,0,17.3
APP00002366,ACC0002366,2022-04-13,in_store,712,6050,5900.0,approved,,0.2167,5,0,9.1
APP00002367,ACC0002367,2024-07-20,online,636,2010,1700.0,approved,,0.6433,0,1,16.4
APP00002368,ACC0002368,2023-12-04,partner_refer,785,12864,10300.0,approved,,0.1157,7,0,19.8
APP00002369,ACC0002369,2023-02-10,direct_mail,650,1433,1000.0,approved,,0.1004,3,2,14.8
APP00002370,ACC0002370,2021-02-06,direct_mail,759,5193,5300.0,approved,,0.399,3,0,4.6
APP00002371,ACC0002371,2024-08-18,partner_refer,626,4370,3200.0,approved,,0.2432,6,0,14.7
APP00002372,ACC0002372,2021-02-20,online,623,3559,3500.0,approved,,0.5429,3,0,15.6
APP00002373,ACC0002373,2021-12-29,direct_mail,605,1281,1200.0,approved,,0.1063,3,0,4.5
APP00002374,ACC0002374,2024-07-01,partner_refer,695,10455,7400.0,approved,,0.0513,7,0,2.1
APP00002375,ACC0002375,2021-12-07,online,745,3701,3100.0,approved,,0.368,2,0,11.1
APP00002376,ACC0002376,2021-09-08,in_store,755,2416,2900.0,approved,,0.3286,7,0,10.7
APP00002377,ACC0002377,2022-04-14,direct_mail,565,1469,1300.0,approved,,0.6294,0,2,19.7
APP00002378,ACC0002378,2024-06-13,online,752,7097,5300.0,approved,,0.5064,3,0,10.6
APP00002379,ACC0002379,2023-06-10,pre_approved,599,881,700.0,approved,,0.5836,6,1,16.0
APP00002380,ACC0002380,2024-01-05,in_store,633,5071,3400.0,approved,,0.2643,2,2,12.2
APP00002381,ACC0002381,2022-02-15,online,691,5024,4900.0,approved,,0.1443,0,0,12.0
APP00002382,ACC0002382,2024-07-31,pre_approved,574,882,600.0,approved,,0.0564,6,0,2.8
APP00002383,ACC0002383,2022-05-20,online,672,2103,2400.0,approved,,0.4755,6,0,5.7
APP00002384,ACC0002384,2021-09-27,online,746,8314,6000.0,approved,,0.2547,6,0,10.4
APP00002385,ACC0002385,2024-01-05,in_store,603,1578,1400.0,approved,,0.089,1,0,1.7
APP00002386,ACC0002386,2023-07-20,pre_approved,696,6867,5100.0,approved,,0.4101,7,0,14.9
APP00002387,ACC0002387,2021-08-03,in_store,621,1221,1000.0,approved,,0.5625,0,1,15.8
APP00002388,ACC0002388,2022-02-16,pre_approved,638,2260,2600.0,approved,,0.3352,1,2,12.5
APP00002389,ACC0002389,2021-07-12,online,760,14216,9800.0,approved,,0.3234,1,0,16.8
APP00002390,ACC0002390,2021-02-01,online,677,3730,2900.0,approved,,0.4704,1,2,2.8
APP00002391,ACC0002391,2021-10-30,online,641,2525,2400.0,approved,,0.0504,4,2,18.6
APP00002392,ACC0002392,2023-06-09,in_store,767,17838,13300.0,approved,,0.0769,1,0,17.1
APP00002393,ACC0002393,2023-11-10,in_store,749,4520,5200.0,approved,,0.5637,1,0,8.3
APP00002394,ACC0002394,2023-06-27,online,684,4643,4800.0,approved,,0.4202,2,0,12.4
APP00002395,ACC0002395,2023-06-15,direct_mail,682,8203,6200.0,approved,,0.0933,7,0,3.4
APP00002396,ACC0002396,2023-09-27,direct_mail,635,2047,1600.0,approved,,0.65,5,0,15.8
APP00002397,ACC0002397,2023-05-19,in_store,549,1704,1400.0,approved,,0.1677,6,0,13.0
APP00002398,ACC0002398,2024-04-09,online,836,6270,6800.0,approved,,0.4683,1,0,18.6
APP00002399,ACC0002399,2021-09-26,in_store,738,3706,3100.0,approved,,0.1083,4,0,18.5
APP00002400,ACC0002400,2024-03-16,online,834,5318,5500.0,approved,,0.5934,0,0,12.4
APP00002401,ACC0002401,2024-03-30,partner_refer,787,17444,13300.0,approved,,0.2192,1,0,10.9
APP00002402,ACC0002402,2024-06-20,in_store,710,3209,2500.0,approved,,0.173,4,0,15.9
APP00002403,ACC0002403,2021-12-23,direct_mail,730,4978,5700.0,approved,,0.2402,3,0,7.7
APP00002404,ACC0002404,2021-06-28,online,694,3680,2600.0,approved,,0.4098,2,0,19.3
APP00002405,ACC0002405,2021-10-09,in_store,695,5806,4100.0,approved,,0.3441,6,0,6.0
APP00002406,ACC0002406,2021-12-06,pre_approved,705,4281,3200.0,approved,,0.3638,4,0,15.7
APP00002407,ACC0002407,2023-04-07,in_store,638,2848,2000.0,approved,,0.1855,4,0,19.0
APP00002408,ACC0002408,2022-04-17,online,755,5368,3600.0,approved,,0.2975,7,0,15.9
APP00002409,ACC0002409,2021-02-21,direct_mail,659,3474,2500.0,approved,,0.4246,7,1,15.5
APP00002410,ACC0002410,2022-01-17,direct_mail,725,4288,4400.0,approved,,0.3806,0,0,13.2
APP00002411,ACC0002411,2022-11-04,online,748,3249,2900.0,approved,,0.2087,7,0,7.4
APP00002412,ACC0002412,2023-03-29,pre_approved,732,3358,4000.0,approved,,0.2175,1,0,1.8
APP00002413,ACC0002413,2024-09-12,pre_approved,707,5596,5500.0,approved,,0.4712,3,0,1.4
APP00002414,ACC0002414,2021-02-18,direct_mail,802,10255,12300.0,approved,,0.053,0,0,19.0
APP00002415,ACC0002415,2023-08-09,in_store,666,3518,3000.0,approved,,0.3694,1,0,3.1
APP00002416,ACC0002416,2024-03-31,online,656,1693,1900.0,approved,,0.4562,3,0,3.9
APP00002417,ACC0002417,2023-11-23,partner_refer,712,5800,6400.0,approved,,0.4086,7,0,3.4
APP00002418,ACC0002418,2023-02-21,direct_mail,602,857,900.0,approved,,0.4358,6,1,16.6
APP00002419,ACC0002419,2022-11-02,in_store,603,1317,1000.0,approved,,0.0684,6,0,12.7
APP00002420,ACC0002420,2021-06-04,in_store,641,2129,1700.0,approved,,0.39,7,2,17.6
APP00002421,ACC0002421,2023-08-16,online,805,9487,7100.0,approved,,0.3697,1,0,5.9
APP00002422,ACC0002422,2021-06-26,pre_approved,567,1136,1000.0,approved,,0.4937,3,2,15.0
APP00002423,ACC0002423,2023-09-12,pre_approved,622,3115,2800.0,approved,,0.408,2,0,16.4
APP00002424,ACC0002424,2021-01-06,online,742,4957,4400.0,approved,,0.6479,0,0,2.6
APP00002425,ACC0002425,2024-09-23,direct_mail,687,4427,5200.0,approved,,0.238,3,0,17.4
APP00002426,ACC0002426,2023-09-25,online,622,3773,3500.0,approved,,0.3502,3,1,1.5
APP00002427,ACC0002427,2024-04-12,in_store,646,3960,3800.0,approved,,0.3373,3,1,13.5
APP00002428,ACC0002428,2022-05-13,online,850,17403,14500.0,approved,,0.2672,3,0,17.8
APP00002429,ACC0002429,2023-10-17,pre_approved,813,12373,8800.0,approved,,0.2365,6,0,7.8
APP00002430,ACC0002430,2023-01-07,pre_approved,718,8571,6300.0,approved,,0.2856,3,0,12.2
APP00002431,ACC0002431,2022-07-08,online,742,6471,5700.0,approved,,0.607,3,0,1.8
APP00002432,ACC0002432,2023-09-20,online,680,7303,6200.0,approved,,0.1282,3,0,4.6
APP00002433,ACC0002433,2023-12-05,in_store,595,896,1100.0,approved,,0.2948,0,0,10.0
APP00002434,ACC0002434,2023-09-18,online,608,1209,900.0,approved,,0.4201,5,1,3.8
APP00002435,ACC0002435,2022-03-24,pre_approved,778,19220,13300.0,approved,,0.0593,6,0,8.7
APP00002436,ACC0002436,2021-08-16,direct_mail,772,13817,9900.0,approved,,0.273,7,0,11.1
APP00002437,ACC0002437,2021-01-19,pre_approved,612,891,1000.0,approved,,0.0761,5,0,15.8
APP00002438,ACC0002438,2022-07-01,online,688,6120,6700.0,approved,,0.3912,2,0,3.3
APP00002439,ACC0002439,2021-05-18,online,753,10508,7400.0,approved,,0.4819,2,0,11.1
APP00002440,ACC0002440,2023-02-01,pre_approved,701,8832,7300.0,approved,,0.5023,0,0,9.3
APP00002441,ACC0002441,2021-09-04,pre_approved,734,3195,2800.0,approved,,0.057,2,0,17.1
APP00002442,ACC0002442,2021-01-21,in_store,564,1834,1300.0,approved,,0.0337,6,1,16.0
APP00002443,ACC0002443,2024-08-05,online,558,1393,1000.0,approved,,0.3207,7,0,3.9
APP00002444,ACC0002444,2021-11-19,in_store,690,4148,3700.0,approved,,0.1799,7,0,13.0
APP00002445,ACC0002445,2024-01-27,pre_approved,729,7635,6800.0,approved,,0.5376,0,0,19.4
APP00002446,ACC0002446,2023-02-01,in_store,694,3875,4200.0,approved,,0.3873,7,0,4.6
APP00002447,ACC0002447,2022-10-17,pre_approved,599,848,900.0,approved,,0.3748,4,1,10.2
APP00002448,ACC0002448,2021-09-01,direct_mail,712,3653,3300.0,approved,,0.2315,5,0,5.2
APP00002449,ACC0002449,2022-06-24,online,848,9998,7100.0,approved,,0.0915,0,0,16.3
APP00002450,ACC0002450,2021-12-26,online,621,3893,3400.0,approved,,0.0661,2,1,6.3
APP00002451,ACC0002451,2024-09-21,direct_mail,612,1117,800.0,approved,,0.5352,0,0,3.1
APP00002452,ACC0002452,2022-04-29,online,727,9626,7200.0,approved,,0.6306,3,0,14.9
APP00002453,ACC0002453,2023-11-29,direct_mail,638,1446,1600.0,approved,,0.6111,3,1,10.4
APP00002454,ACC0002454,2023-11-06,online,687,5138,4500.0,approved,,0.5299,2,0,14.9
APP00002455,ACC0002455,2024-04-14,online,731,5191,5400.0,approved,,0.1605,6,0,12.1
APP00002456,ACC0002456,2023-09-20,partner_refer,720,4532,3400.0,approved,,0.2741,3,0,11.1
APP00002457,ACC0002457,2023-02-23,online,583,387,400.0,approved,,0.3383,1,2,14.2
APP00002458,ACC0002458,2022-01-20,direct_mail,725,5267,5700.0,approved,,0.5537,1,0,16.4
APP00002459,ACC0002459,2021-09-03,online,598,362,300.0,approved,,0.5123,7,2,7.7
APP00002460,ACC0002460,2023-12-03,online,628,1910,2000.0,approved,,0.5012,4,1,8.6
APP00002461,ACC0002461,2023-11-18,online,697,7855,5500.0,approved,,0.2975,3,0,8.8
APP00002462,ACC0002462,2021-07-25,online,603,484,500.0,approved,,0.1851,4,1,1.2
APP00002463,ACC0002463,2021-09-10,in_store,814,16149,11000.0,approved,,0.5524,7,0,14.0
APP00002464,ACC0002464,2022-03-16,in_store,757,5253,3800.0,approved,,0.265,7,0,17.8
APP00002465,ACC0002465,2024-03-14,online,696,10275,7300.0,approved,,0.0666,4,0,12.7
APP00002466,ACC0002466,2021-05-04,partner_refer,577,665,800.0,approved,,0.021,4,0,19.0
APP00002467,ACC0002467,2023-11-13,in_store,719,4566,5700.0,approved,,0.2772,0,0,16.1
APP00002468,ACC0002468,2022-06-15,online,683,9257,6400.0,approved,,0.3133,5,0,10.9
APP00002469,ACC0002469,2023-08-04,online,621,1280,1100.0,approved,,0.5127,2,1,19.0
APP00002470,ACC0002470,2022-01-15,direct_mail,691,5034,6100.0,approved,,0.3221,7,0,13.5
APP00002471,ACC0002471,2023-12-07,pre_approved,691,7147,5000.0,approved,,0.5926,7,0,10.2
APP00002472,ACC0002472,2022-12-31,online,669,3413,3300.0,approved,,0.3069,5,2,18.8
APP00002473,ACC0002473,2023-10-28,online,622,4155,3100.0,approved,,0.1629,1,0,8.7
APP00002474,ACC0002474,2023-02-17,online,721,4607,3100.0,approved,,0.2313,5,0,11.9
APP00002475,ACC0002475,2021-08-28,online,781,14254,13700.0,approved,,0.6447,2,0,8.9
APP00002476,ACC0002476,2023-08-13,online,630,2867,3400.0,approved,,0.1376,0,1,1.0
APP00002477,ACC0002477,2022-07-12,online,567,1548,1400.0,approved,,0.2945,1,2,10.8
APP00002478,ACC0002478,2024-03-10,in_store,736,4968,3700.0,approved,,0.2897,5,0,16.3
APP00002479,ACC0002479,2022-07-10,partner_refer,709,5881,6200.0,approved,,0.5447,4,0,9.7
APP00002480,ACC0002480,2024-07-16,direct_mail,662,3068,2600.0,approved,,0.5402,1,2,10.4
APP00002481,ACC0002481,2022-07-17,direct_mail,779,10652,9700.0,approved,,0.497,4,0,4.1
APP00002482,ACC0002482,2022-08-27,online,567,991,1100.0,approved,,0.5423,7,2,7.1
APP00002483,ACC0002483,2024-02-06,online,663,5251,3900.0,approved,,0.3596,5,2,4.0
APP00002484,ACC0002484,2022-01-21,online,642,3084,3500.0,approved,,0.1409,5,2,10.5
APP00002485,ACC0002485,2024-08-06,partner_refer,847,10064,9700.0,approved,,0.3549,5,0,16.1
APP00002486,ACC0002486,2024-07-03,online,574,876,700.0,approved,,0.036,4,2,10.6
APP00002487,ACC0002487,2023-11-15,in_store,545,816,600.0,approved,,0.567,0,0,4.6
APP00002488,ACC0002488,2024-05-24,in_store,755,3324,2800.0,approved,,0.6438,1,0,4.2
APP00002489,ACC0002489,2022-02-09,in_store,663,1590,1700.0,approved,,0.2652,0,2,2.2
APP00002490,ACC0002490,2023-07-19,in_store,554,1676,1500.0,approved,,0.0052,1,1,1.9
APP00002491,ACC0002491,2023-06-11,online,803,16077,12700.0,approved,,0.6103,5,0,6.0
APP00002492,ACC0002492,2022-05-30,in_store,729,8872,7400.0,approved,,0.2852,0,0,17.3
APP00002493,ACC0002493,2021-07-28,pre_approved,731,6385,4300.0,approved,,0.3834,3,0,14.8
APP00002494,ACC0002494,2024-06-04,direct_mail,553,1529,1200.0,approved,,0.6425,0,1,15.0
APP00002495,ACC0002495,2024-08-14,in_store,748,4001,4500.0,approved,,0.4906,6,0,5.3
APP00002496,ACC0002496,2021-04-18,direct_mail,746,9032,6300.0,approved,,0.1765,0,0,14.7
APP00002497,ACC0002497,2023-05-07,partner_refer,613,679,700.0,approved,,0.0931,4,1,16.8
APP00002498,ACC0002498,2024-07-16,online,705,6222,5700.0,approved,,0.5966,5,0,19.1
APP00002499,ACC0002499,2022-01-20,direct_mail,669,2625,2500.0,approved,,0.4271,1,0,5.0
APP00002500,ACC0002500,2024-04-23,online,570,693,500.0,approved,,0.4493,6,2,15.3
APP00002501,ACC0002501,2022-08-10,online,641,1495,1100.0,approved,,0.1982,1,0,18.8
APP00002502,ACC0002502,2021-05-30,online,786,12988,9600.0,approved,,0.2289,3,0,4.7
APP00002503,ACC0002503,2021-12-04,direct_mail,757,2902,3200.0,approved,,0.5873,5,0,15.1
APP00002504,ACC0002504,2023-08-25,in_store,760,17022,12900.0,approved,,0.4706,5,0,7.6
APP00002505,ACC0002505,2023-06-19,pre_approved,671,3233,3100.0,approved,,0.4809,6,2,5.0
APP00002506,ACC0002506,2024-05-03,online,621,1346,1200.0,approved,,0.5771,7,1,17.7
APP00002507,ACC0002507,2021-11-01,direct_mail,629,4002,3500.0,approved,,0.0884,6,2,1.8
APP00002508,ACC0002508,2024-01-24,direct_mail,659,3421,3600.0,approved,,0.6322,1,2,18.6
APP00002509,ACC0002509,2022-08-18,online,656,3289,3700.0,approved,,0.608,7,2,4.5
APP00002510,ACC0002510,2023-11-09,direct_mail,718,3421,3600.0,approved,,0.4901,0,0,9.8
APP00002511,ACC0002511,2022-04-06,online,624,2624,2100.0,approved,,0.1006,7,0,1.4
APP00002512,ACC0002512,2022-03-08,in_store,625,4138,3700.0,approved,,0.4179,3,0,18.0
APP00002513,ACC0002513,2023-02-08,pre_approved,716,3427,4100.0,approved,,0.0876,5,0,10.4
APP00002514,ACC0002514,2021-07-10,in_store,770,10606,7200.0,approved,,0.3465,0,0,5.8
APP00002515,ACC0002515,2021-01-06,direct_mail,620,2747,1900.0,approved,,0.1756,2,2,11.2
APP00002516,ACC0002516,2024-09-21,direct_mail,685,5034,4800.0,approved,,0.0124,6,0,5.3
APP00002517,ACC0002517,2021-01-29,online,643,2901,2700.0,approved,,0.3322,0,2,11.2
APP00002518,ACC0002518,2024-06-25,online,843,8153,8700.0,approved,,0.4939,3,0,16.3
APP00002519,ACC0002519,2022-08-26,pre_approved,695,2444,2700.0,approved,,0.0241,1,0,1.2
APP00002520,ACC0002520,2022-10-18,in_store,670,2929,2500.0,approved,,0.361,7,1,8.9
APP00002521,ACC0002521,2022-01-05,direct_mail,569,1378,1000.0,approved,,0.3439,7,0,19.6
APP00002522,ACC0002522,2022-04-21,in_store,708,4333,3200.0,approved,,0.3514,1,0,4.7
APP00002523,ACC0002523,2021-06-27,in_store,594,1023,1100.0,approved,,0.2085,2,2,3.1
APP00002524,ACC0002524,2022-08-16,direct_mail,641,4263,3500.0,approved,,0.3551,7,0,4.1
APP00002525,ACC0002525,2023-03-02,online,667,3512,2400.0,approved,,0.4687,4,2,5.3
APP00002526,ACC0002526,2021-01-19,partner_refer,610,282,300.0,approved,,0.0113,1,1,12.9
APP00002527,ACC0002527,2022-12-23,online,687,2859,2600.0,approved,,0.149,4,0,4.4
APP00002528,ACC0002528,2022-06-11,in_store,542,1036,1000.0,approved,,0.2787,0,0,4.8
APP00002529,ACC0002529,2023-04-02,online,627,3208,3500.0,approved,,0.5305,1,2,2.6
APP00002530,ACC0002530,2022-01-05,in_store,631,3067,2700.0,approved,,0.0167,2,0,8.6
APP00002531,ACC0002531,2022-10-21,in_store,848,5726,6700.0,approved,,0.6315,3,0,4.0
APP00002532,ACC0002532,2022-04-12,in_store,615,1404,1200.0,approved,,0.0173,6,2,2.5
APP00002533,ACC0002533,2022-06-07,partner_refer,696,6178,7000.0,approved,,0.0389,1,0,13.7
APP00002534,ACC0002534,2023-12-21,pre_approved,664,2666,2500.0,approved,,0.0126,5,2,7.4
APP00002535,ACC0002535,2021-08-01,partner_refer,717,3500,3200.0,approved,,0.3086,5,0,10.2
APP00002536,ACC0002536,2023-04-03,in_store,605,1064,1300.0,approved,,0.2208,4,0,13.8
APP00002537,ACC0002537,2022-04-23,pre_approved,728,9384,7400.0,approved,,0.4012,2,0,18.9
APP00002538,ACC0002538,2022-05-02,in_store,735,4220,3800.0,approved,,0.3075,7,0,10.1
APP00002539,ACC0002539,2021-05-09,online,588,285,300.0,approved,,0.4114,7,1,10.7
APP00002540,ACC0002540,2021-02-17,direct_mail,771,10525,10900.0,approved,,0.0446,1,0,16.1
APP00002541,ACC0002541,2023-05-07,in_store,682,5560,6600.0,approved,,0.3014,7,0,18.5
APP00002542,ACC0002542,2021-02-13,online,728,5869,4700.0,approved,,0.6219,0,0,4.5
APP00002543,ACC0002543,2021-03-10,online,845,14170,10500.0,approved,,0.2393,6,0,11.2
APP00002544,ACC0002544,2021-03-20,online,561,1126,800.0,approved,,0.5068,2,2,9.2
APP00002545,ACC0002545,2023-08-04,partner_refer,642,2428,2000.0,approved,,0.2713,2,2,18.0
APP00002546,ACC0002546,2024-06-06,in_store,721,3917,2700.0,approved,,0.2975,3,0,8.5
APP00002547,ACC0002547,2021-10-14,in_store,637,1385,1700.0,approved,,0.211,2,0,17.1
APP00002548,ACC0002548,2023-07-19,online,572,292,300.0,approved,,0.0515,3,1,15.1
APP00002549,ACC0002549,2024-07-07,direct_mail,557,819,800.0,approved,,0.6062,2,2,9.7
APP00002550,ACC0002550,2022-02-20,direct_mail,588,1059,1200.0,approved,,0.1606,7,2,19.1
APP00002551,ACC0002551,2021-12-28,online,797,6977,5200.0,approved,,0.5289,6,0,7.4
APP00002552,ACC0002552,2022-10-30,in_store,692,3307,3100.0,approved,,0.1923,5,0,4.5
APP00002553,ACC0002553,2022-09-15,online,706,3834,2700.0,approved,,0.4851,0,0,17.7
APP00002554,ACC0002554,2021-11-08,online,664,4349,4000.0,approved,,0.1013,3,2,3.3
APP00002555,ACC0002555,2023-04-14,in_store,740,8424,6400.0,approved,,0.4481,1,0,14.7
APP00002556,ACC0002556,2021-06-10,online,729,5875,4800.0,approved,,0.3056,3,0,19.9
APP00002557,ACC0002557,2022-10-29,online,563,974,1100.0,approved,,0.53,6,0,16.8
APP00002558,ACC0002558,2022-02-07,online,653,2023,1800.0,approved,,0.1986,5,0,7.3
APP00002559,ACC0002559,2023-10-19,in_store,723,6858,7300.0,approved,,0.0705,3,0,16.3
APP00002560,ACC0002560,2024-08-19,online,742,9210,6700.0,approved,,0.424,0,0,8.6
APP00002561,ACC0002561,2023-10-18,partner_refer,730,4452,3700.0,approved,,0.511,7,0,6.4
APP00002562,ACC0002562,2022-08-15,in_store,736,2811,3200.0,approved,,0.6338,0,0,16.9
APP00002563,ACC0002563,2024-08-14,online,611,1855,1500.0,approved,,0.0505,7,0,4.2
APP00002564,ACC0002564,2024-09-01,in_store,759,3715,3200.0,approved,,0.5312,7,0,2.1
APP00002565,ACC0002565,2022-06-05,direct_mail,680,6710,5900.0,approved,,0.519,7,0,14.9
APP00002566,ACC0002566,2023-11-28,in_store,543,381,300.0,approved,,0.0261,6,2,5.4
APP00002567,ACC0002567,2023-05-29,partner_refer,675,1654,1200.0,approved,,0.2928,2,1,11.6
APP00002568,ACC0002568,2021-06-08,online,832,18045,12700.0,approved,,0.3749,7,0,17.4
APP00002569,ACC0002569,2021-06-01,partner_refer,697,5508,5900.0,approved,,0.0574,7,0,2.6
APP00002570,ACC0002570,2022-11-08,online,743,8592,7000.0,approved,,0.1901,3,0,16.1
APP00002571,ACC0002571,2023-03-25,partner_refer,700,3725,3400.0,approved,,0.5931,4,0,3.9
APP00002572,ACC0002572,2021-08-22,online,711,4881,5600.0,approved,,0.1266,3,0,19.5
APP00002573,ACC0002573,2023-08-24,online,746,5521,5400.0,approved,,0.0829,0,0,11.2
APP00002574,ACC0002574,2022-05-06,in_store,695,5093,3500.0,approved,,0.5673,6,0,5.6
